wkt_geom,Deliveries,ANC,typeTextHealth,Type,typeText,Please_spe,ownershipText,Name,path,layer,typeTextWater,identifier,PNAME2014,typeTextSchools,typeTextProtection
Point (32.56089999999999662 0.3629),Yes,Yes,Both Delivery and Antenatal Services ,,,,Private,Kamic medical centre,,Kampala Health Facilities,,4260,KAZO,,
Point (32.55040000000000333 0.37619999999999998),Yes,Yes,Both Delivery and Antenatal Services ,,,,Private,Venus medical centre,,Kampala Health Facilities,,4458,KAZO,,
Point (32.60210000000000008 0.3705),Yes,Yes,Both Delivery and Antenatal Services ,,,,Private,His grace matenity clinic,,Kampala Health Facilities,,3981,KIKAAYA,,
Point (32.59609999999999985 0.3599),Yes,Yes,Both Delivery and Antenatal Services ,,,,Private,Carrapy clinic,,Kampala Health Facilities,,4430,KIKAAYA,,
Point (32.59620000000000317 0.37359999999999999),Yes,Yes,Both Delivery and Antenatal Services ,,,,Private,Med care kisaasi,,Kampala Health Facilities,,4435,KIKAAYA,,
Point (32.59819999999999851 0.37),Yes,Yes,Both Delivery and Antenatal Services ,,,,Private,Kisaasi COU HC III,,Kampala Health Facilities,,4438,KIKAAYA,,
Point (32.60110000000000241 0.36930000000000002),Yes,Yes,Both Delivery and Antenatal Services ,,,,Private,Span medicare,,Kampala Health Facilities,,4440,KIKAAYA,,
Point (32.58630000000000138 0.37340000000000001),Yes,Yes,Both Delivery and Antenatal Services ,,,,Private,Stemu Domiciliary clinic,,Kampala Health Facilities,,4449,KIKAAYA,,
Point (32.59060000000000201 0.375),Yes,Yes,Both Delivery and Antenatal Services ,,,,Private,San medical crntre,,Kampala Health Facilities,,4453,KIKAAYA,,
Point (32.58870000000000289 0.34150000000000003),,,,POLICE BOOTH,Police Post,,Government,KAMWOKYA POLICE BOOTH,,Police,,731,KAMWOKYA II,,Police Post
Point (32.57800000000000296 0.38519999999999999),Yes,Yes,Both Delivery and Antenatal Services ,,,,Private,Doctors' medical centre,,Kampala Health Facilities,,4356,KOMAMBOGA,,
Point (32.58440000000000225 0.39090000000000003),Yes,Yes,Both Delivery and Antenatal Services ,,,,Government,Komamboga hc iii,,Kampala Health Facilities,,4424,KOMAMBOGA,,
Point (32.59850000000000136 0.3775),Yes,Yes,Both Delivery and Antenatal Services ,,,,Private,Mwebaza medical clinic,,Kampala Health Facilities,,4445,KOMAMBOGA,,
Point (32.58579999999999899 0.34849999999999998),Yes,Yes,Both Delivery and Antenatal Services ,,,,Private,Marry Heart Clinic ,,Kampala Health Facilities,,423,KYEBANDO,,
Point (32.5724000000000018 0.35370000000000001),Yes,Yes,Both Delivery and Antenatal Services ,,,,Private,Kawempe home care clinic,,Kampala Health Facilities,,4210,KYEBANDO,,
Point (32.57580000000000098 0.36009999999999998),Yes,Yes,Both Delivery and Antenatal Services ,,,,Private,Wana domiciliary clinic,,Kampala Health Facilities,,4391,KYEBANDO,,
Point (32.58639999999999759 0.34320000000000001),,,,,,,Government,Kabayaye,C:/Users/Desire/IdeaProjects/PROJECTS/UNICEF/Portal1/pages/interactiveMap/json/shitdata/Data/Protected_Springs.shp,Water,Protected Springs,1702,KAMWOKYA II,,
Point (32.58679999999999666 0.34399999999999997),,,,,,,Government,Kalanzi,C:/Users/Desire/IdeaProjects/PROJECTS/UNICEF/Portal1/pages/interactiveMap/json/shitdata/Data/Protected_Springs.shp,Water,Protected Springs,1703,KAMWOKYA II,,
Point (32.59250000000000114 0.34470000000000001),,,,,,,Government,Kisenyi II,C:/Users/Desire/IdeaProjects/PROJECTS/UNICEF/Portal1/pages/interactiveMap/json/shitdata/Data/Protected_Springs.shp,Water,Protected Springs,1704,KAMWOKYA II,,
Point (32.58930000000000149 0.34570000000000001),,,,,,,Government,Kiyingi,C:/Users/Desire/IdeaProjects/PROJECTS/UNICEF/Portal1/pages/interactiveMap/json/shitdata/Data/Protected_Springs.shp,Water,Protected Springs,1705,KAMWOKYA II,,
Point (32.5870000000000033 0.34449999999999997),,,,,,,Government,Ali's spring,C:/Users/Desire/IdeaProjects/PROJECTS/UNICEF/Portal1/pages/interactiveMap/json/shitdata/Data/Protected_Springs.shp,Water,Protected Springs,1717,KAMWOKYA II,,
Point (32.59270000000000067 0.34470000000000001),,,,,,,Government,Kisenyi I,C:/Users/Desire/IdeaProjects/PROJECTS/UNICEF/Portal1/pages/interactiveMap/json/shitdata/Data/Protected_Springs.shp,Water,Protected Springs,1723,KAMWOKYA II,,
Point (32.58910000000000196 0.34200000000000003),,,,,,,Government,Kamwokya Market,C:/Users/Desire/IdeaProjects/PROJECTS/UNICEF/Portal1/pages/interactiveMap/json/shitdata/Data/KCCA_Public_Toilets.shp,Water,Public Toilet,1796,KAMWOKYA II,,
Point (32.58840000000000003 0.34139999999999998),,,,Schools,Non Formal Schools,Non Formal Schools,Non Formal,Cil Unisex Beauty Parlour,,Schools,,1920,KAMWOKYA II,Non Formal Schools,
Point (32.59109999999999729 0.34589999999999999),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Joy Day And Boarding Primary School,,Schools,,1926,KAMWOKYA II,Pre-Primary Schools,
Point (32.58829999999999671 0.34129999999999999),,,,Schools,Non Formal Schools,Non Formal Schools,Non Formal,Judith And Sisters Beauty Salon,,Schools,,1927,KAMWOKYA II,Non Formal Schools,
Point (32.59239999999999782 0.34489999999999998),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,St Mary Goretti Kindergarten,,Schools,,1935,KAMWOKYA II,Pre-Primary Schools,
Point (32.58809999999999718 0.34110000000000001),,,,Schools,Non Formal Schools,Non Formal Schools,Non Formal,Brimm Fashion Designers,,Schools,,1955,KAMWOKYA II,Non Formal Schools,
Point (32.58749999999999858 0.34039999999999998),,,,Schools,Non Formal Schools,Non Formal Schools,Non Formal,Kmf Computers And Ict Solution,,Schools,,1961,KAMWOKYA II,Non Formal Schools,
Point (32.58850000000000335 0.34150000000000003),,,,Schools,Post Primary Schools,Post Primary Schools,Private,Parovik Vocational Training Centre,,Schools,,2060,KAMWOKYA II,Post Primary Schools,
Point (32.58890000000000242 0.34200000000000003),,,,Schools,Tertiary Educational Institutions,Tertiary Educational Institutions,Private,"Malaika School Of Hair, Beauty And Fashion Design",,Schools,,2078,KAMWOKYA II,Tertiary Educational Institutions,
Point (32.58729999999999905 0.3402),,,,Schools,Non Formal Schools,Non Formal Schools,Non Formal,Multi Signs,,Schools,,2149,KAMWOKYA II,Non Formal Schools,
Point (32.59129999999999683 0.34399999999999997),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,King Of Kings Junior School,,Schools,,3304,KAMWOKYA II,Pre-Primary Schools,
Point (32.58509999999999707 0.34320000000000001),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Future Hope Nursery School,,Schools,,3461,KAMWOKYA II,Pre-Primary Schools,
Point (32.58480000000000132 0.34279999999999999),,,,Schools,Primary Schools,Primary Schools,Private,Hormisdallen School,,Schools,,3542,KAMWOKYA II,Primary Schools,
Point (32.58389999999999986 0.34160000000000001),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,New Betheny Nursery School,,Schools,,3555,KAMWOKYA II,Pre-Primary Schools,
Point (32.58480000000000132 0.3427),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Hormisdallen School,,Schools,,3556,KAMWOKYA II,Pre-Primary Schools,
Point (32.57569999999999766 0.36820000000000003),Yes,Yes,Both Delivery and Antenatal Services ,,,,Private,Kisansa domciliary clinic,,Kampala Health Facilities,,4407,KYEBANDO,,
Point (32.58290000000000219 0.35659999999999997),Yes,Yes,Both Delivery and Antenatal Services ,,,,Private,Kyebando health clinic,,Kampala Health Facilities,,4408,KYEBANDO,,
Point (32.58579999999999899 0.35670000000000002),Yes,Yes,Both Delivery and Antenatal Services ,,,,Private,Family clinic and maternity kyebando,,Kampala Health Facilities,,4412,KYEBANDO,,
Point (32.57350000000000279 0.35730000000000001),Yes,Yes,Both Delivery and Antenatal Services ,,,,Private,Njeru clinic,,Kampala Health Facilities,,4429,KYEBANDO,,
Point (32.57569999999999766 0.39069999999999999),Yes,Yes,Both Delivery and Antenatal Services ,,,,Private,Emergency medical  center ,,Kampala Health Facilities,,4219,MPERERWE,,
Point (32.5812000000000026 0.39929999999999999),Yes,Yes,Both Delivery and Antenatal Services ,,,,Private,St jordan medical services,,Kampala Health Facilities,,4344,MPERERWE,,
Point (32.57690000000000197 0.38229999999999997),Yes,Yes,Both Delivery and Antenatal Services ,,,,Private,Drabeth domiciary clinic,,Kampala Health Facilities,,4354,MPERERWE,,
Point (32.58220000000000027 0.33750000000000002),Yes,Yes,Both Delivery and Antenatal Services ,,,,Private,Reproductive Health Uganda Katego,,Kampala Health Facilities,,784,MULAGO I,,
Point (32.57609999999999673 0.30470000000000003),,,,POLICE POST,Police Post,,Government,LUZIGE POLICE POST,,Police,,696,KISENYI  III,,Police Post
Point (32.5805999999999969 0.33779999999999999),Yes,Yes,Both Delivery and Antenatal Services ,,,,Private,Univic Medical Center,,Kampala Health Facilities,,787,MULAGO I,,
Point (32.57580000000000098 0.30330000000000001),,,,,,,Government,Sentamu spring,C:/Users/Desire/IdeaProjects/PROJECTS/UNICEF/Portal1/pages/interactiveMap/json/shitdata/Data/Protected_Springs.shp,Water,Protected Springs,1708,KISENYI  III,,
Point (32.57580000000000098 0.30480000000000002),,,,,,,Government,Luzige A,C:/Users/Desire/IdeaProjects/PROJECTS/UNICEF/Portal1/pages/interactiveMap/json/shitdata/Data/Protected_Springs.shp,Water,Protected Springs,1710,KISENYI  III,,
Point (32.57520000000000238 0.30180000000000001),,,,,,,Government,Kiti spring,C:/Users/Desire/IdeaProjects/PROJECTS/UNICEF/Portal1/pages/interactiveMap/json/shitdata/Data/Protected_Springs.shp,Water,Protected Springs,1725,KISENYI  III,,
Point (32.58070000000000022 0.33779999999999999),Yes,Yes,Both Delivery and Antenatal Services ,,,,Private,Univic medical centre,,Kampala Health Facilities,,4347,MULAGO I,,
Point (32.57209999999999894 0.34449999999999997),Yes,Yes,Both Delivery and Antenatal Services ,,,,Private,St mark medical centre,,Kampala Health Facilities,,4571,MULAGO II,,
Point (32.57379999999999853 0.34379999999999999),Yes,Yes,Both Delivery and Antenatal Services ,,,,Private,Mulago medical centre,,Kampala Health Facilities,,4573,MULAGO II,,
Point (32.58160000000000167 0.34410000000000002),Yes,Yes,Both Delivery and Antenatal Services ,,,,Private,Kitante medical centre,,Kampala Health Facilities,,4550,MULAGO III,,
Point (32.58429999999999893 0.34399999999999997),Yes,Yes,Both Delivery and Antenatal Services ,,,,Private,Maria asumputa domicilliary clinic,,Kampala Health Facilities,,4564,MULAGO III,,
Point (32.57309999999999661 0.33439999999999998),Yes,Yes,Both Delivery and Antenatal Services ,,,,Private,Wandegeya medical chambers,,Kampala Health Facilities,,4553,WANDEGEYA,,
Point (32.57319999999999993 0.31309999999999999),,,,POLICE POST,Police Post,,Government,BLUE ROOM POLICE POST,,Police,,691,KISENYI I,,Police Post
Point (32.57130000000000081 0.31059999999999999),,,,POLICE POST,Police Post,,Government,MUZANA POLICE POST,,Police,,698,KISENYI I,,Police Post
Point (32.56940000000000168 0.31090000000000001),,,,,,,Government,Nabagereka,C:/Users/Desire/IdeaProjects/PROJECTS/UNICEF/Portal1/pages/interactiveMap/json/shitdata/Data/Protected_Springs.shp,Water,Protected Springs,1716,KISENYI I,,
Point (32.5688999999999993 0.31240000000000001),,,,Schools,Secondary Schools,Secondary Schools,Private,Kampala Secondary School,,Schools,,3096,KISENYI I,Secondary Schools,
Point (32.57280000000000086 0.31240000000000001),,,,Schools,Non Formal Schools,Non Formal Schools,Non Formal,His Glory Unisex Salon,,Schools,,3373,KISENYI I,Non Formal Schools,
Point (32.57079999999999842 0.30959999999999999),,,,Schools,Post Primary Schools,Post Primary Schools,Private,Sun Rise College Of Language And Computer Studies,,Schools,,3475,KISENYI I,Post Primary Schools,
Point (32.5700999999999965 0.30959999999999999),,,,Schools,Primary Schools,Primary Schools,Private,Mutesa II Memorial School,,Schools,,3592,KISENYI I,Primary Schools,
Point (32.57309999999999661 0.33150000000000002),Yes,Yes,Both Delivery and Antenatal Services ,,,,Private,Abii clinic,,Kampala Health Facilities,,4557,WANDEGEYA,,
Point (32.61820000000000164 0.30099999999999999),Yes,Yes,Both Delivery and Antenatal Services ,,,,Private,Namuwongo tripple n  mertenity home,,Kampala Health Facilities,,61,BUKASA,,
Point (32.62610000000000099 0.28749999999999998),Yes,Yes,Both Delivery and Antenatal Services ,,,,Private,WEEJ Medical center,,Kampala Health Facilities,,80,BUKASA,,
Point (32.6180000000000021 0.2621),Yes,Yes,Both Delivery and Antenatal Services ,,,,Private,Tendo medical centre,,Kampala Health Facilities,,52,BUZIGA,,
Point (32.62800000000000011 0.26540000000000002),Yes,Yes,Both Delivery and Antenatal Services ,,,,Private,Bunga maternity clinic,,Kampala Health Facilities,,42,GGABA,,
Point (32.63309999999999889 0.26150000000000001),Yes,Yes,Both Delivery and Antenatal Services ,,,,Private,Wentz medical centre,,Kampala Health Facilities,,43,GGABA,,
Point (32.63300000000000267 0.25480000000000003),Yes,Yes,Both Delivery and Antenatal Services ,,,,Private,Martyrs Family clinic & maternity home,,Kampala Health Facilities,,278,GGABA,,
Point (32.6255999999999986 0.26100000000000001),Yes,Yes,Both Delivery and Antenatal Services ,,,,Private,Access  clinic,,Kampala Health Facilities,,281,GGABA,,
Point (32.61670000000000158 0.27089999999999997),Yes,Yes,Both Delivery and Antenatal Services ,,,,Private,Care Plus clinic,,Kampala Health Facilities,,282,GGABA,,
Point (32.6174000000000035 0.2727),Yes,Yes,Both Delivery and Antenatal Services ,,,,Private,Nortis medical centre,,Kampala Health Facilities,,283,GGABA,,
Point (32.6396000000000015 0.33589999999999998),Yes,No,,,,,Private,Pedok domicillian clinic,,Kampala Health Facilities,,4194,BANDA,,
Point (32.6396000000000015 0.33600000000000002),Yes,No,,,,,Private,St peters clinic,,Kampala Health Facilities,,4195,BANDA,,
Point (32.59770000000000323 0.30380000000000001),Yes,Yes,Both Delivery and Antenatal Services ,,,,Private,Ken Medical Center ,,Kampala Health Facilities,,203,KABALAGALA,,
Point (32.60020000000000095 0.30020000000000002),Yes,Yes,Both Delivery and Antenatal Services ,,,,Private,Jordan medical centre,,Kampala Health Facilities,,272,KABALAGALA,,
Point (32.60309999999999775 0.35120000000000001),Yes,No,,,,,Private,Doctors's clinic,,Kampala Health Facilities,,4034,BUKOTO I,,
Point (32.6092000000000013 0.28549999999999998),Yes,Yes,Both Delivery and Antenatal Services ,,,,Private,Kampala International Medical Centre,,Kampala Health Facilities,,239,KANSANGA-MUYENGA,,
Point (32.60609999999999786 0.28179999999999999),Yes,Yes,Both Delivery and Antenatal Services ,,,,Private,Pearl medical centre,,Kampala Health Facilities,,244,KANSANGA-MUYENGA,,
Point (32.6062999999999974 0.28820000000000001),Yes,Yes,Both Delivery and Antenatal Services ,,,,Private,Kansanga domicilliary clinic,,Kampala Health Facilities,,248,KANSANGA-MUYENGA,,
Point (32.60669999999999646 0.28789999999999999),Yes,Yes,Both Delivery and Antenatal Services ,,,,Private,Ndiwalana domicilliary clinic,,Kampala Health Facilities,,250,KANSANGA-MUYENGA,,
Point (32.60669999999999646 0.28939999999999999),Yes,Yes,Both Delivery and Antenatal Services ,,,,Private,Rhona medical centre,,Kampala Health Facilities,,257,KANSANGA-MUYENGA,,
Point (32.57410000000000139 0.30099999999999999),Yes,Yes,Both Delivery and Antenatal Services ,,,,Private,Joy cares medical clinic,,Kampala Health Facilities,,236,KATWE I,,
Point (32.57580000000000098 0.2964),Yes,Yes,Both Delivery and Antenatal Services ,,,,Private,Zaam medical centre katwe,,Kampala Health Facilities,,245,KATWE I,,
Point (32.5730000000000004 0.30990000000000001),,,,POLICE POST,Police Post,,Government,OWINO POLICE POST,,Police,,699,KISENYI II,,Police Post
Point (32.57630000000000337 0.30659999999999998),,,,POLICE POST,Police Post,,Government,KAFUMBE MUKASA POLICE POST,,Police,,701,KISENYI II,,Police Post
Point (32.57999999999999829 0.29959999999999998),Yes,Yes,Both Delivery and Antenatal Services ,,,,Private,Emmanuel medical center,,Kampala Health Facilities,,207,KATWE II,,
Point (32.57480000000000331 0.30990000000000001),,,,Schools,Post Primary Schools,Post Primary Schools,Private,Belivers Ict Centre,,Schools,,1241,KISENYI II,Post Primary Schools,
Point (32.57509999999999906 0.30959999999999999),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Nakivubo Nursery School,,Schools,,1279,KISENYI II,Pre-Primary Schools,
Point (32.57520000000000238 0.31019999999999998),,,,Schools,Primary Schools,Primary Schools,Government,Nakivubo Settlement Primary School,,Schools,,1604,KISENYI II,Primary Schools,
Point (32.57260000000000133 0.30759999999999998),,,,,,,Government,Mutebi,C:/Users/Desire/IdeaProjects/PROJECTS/UNICEF/Portal1/pages/interactiveMap/json/shitdata/Data/Protected_Springs.shp,Water,Protected Springs,1706,KISENYI II,,
Point (32.57200000000000273 0.30759999999999998),,,,,,,Government,Nalubega,C:/Users/Desire/IdeaProjects/PROJECTS/UNICEF/Portal1/pages/interactiveMap/json/shitdata/Data/Protected_Springs.shp,Water,Protected Springs,1707,KISENYI II,,
Point (32.57189999999999941 0.30709999999999998),,,,,,,Government,Kiteeso,C:/Users/Desire/IdeaProjects/PROJECTS/UNICEF/Portal1/pages/interactiveMap/json/shitdata/Data/Protected_Springs.shp,Water,Protected Springs,1724,KISENYI II,,
Point (32.56989999999999696 0.30840000000000001),,,,Schools,Non Formal Schools,Non Formal Schools,Non Formal,The Tamales Driving School,,Schools,,3613,KISENYI II,Non Formal Schools,
Point (32.5805999999999969 0.3039),Yes,Yes,Both Delivery and Antenatal Services ,,,,Private,Stella medical center,,Kampala Health Facilities,,225,KATWE II,,
